0.003571, 0.142857, 50
0.014286, 0.214286, 50
0.032143, 0.357143, 50
0.057143, 0.500000, 50
0.089286, 0.642857, 50
0.128571, 0.785714, 50
0.175000, 0.928571, 50
0.228571, 1.071429, 50
0.289286, 1.214286, 50
0.357143, 1.357143, 50
0.432143, 1.500000, 50
0.514286, 1.642857, 50
0.603571, 1.785714, 50
0.700000, 1.928571, 50
0.800000, 2.000000, 50
0.900000, 2.000000, 50
1.000000, 2.000000, 50
1.100000, 2.000000, 50
1.200000, 2.000000, 50
1.300000, 2.000000, 50
1.400000, 2.000000, 50
1.500000, 2.000000, 50
1.600000, 2.000000, 50
1.700000, 2.000000, 50
1.800000, 2.000000, 50
1.900000, 2.000000, 50
2.000000, 2.000000, 50
2.100000, 2.000000, 50
2.200000, 2.000000, 50
2.300000, 2.000000, 50
2.400000, 2.000000, 50
2.500000, 2.000000, 50
2.600000, 2.000000, 50
2.700000, 2.000000, 50
2.800000, 2.000000, 50
2.900000, 2.000000, 50
3.000000, 2.000000, 50
3.100000, 2.000000, 50
3.200000, 2.000000, 50
3.300000, 2.000000, 50
3.400000, 2.000000, 50
3.500000, 2.000000, 50
3.600000, 2.000000, 50
3.700000, 2.000000, 50
3.800000, 2.000000, 50
3.900000, 2.000000, 50
4.000000, 2.000000, 50
4.100000, 2.000000, 50
4.200000, 2.000000, 50
4.300000, 2.000000, 50
4.396430, 1.928607, 50
4.485720, 1.785786, 50
4.567866, 1.642929, 50
4.642870, 1.500071, 50
4.710730, 1.357214, 50
4.771448, 1.214357, 50
4.825023, 1.071500, 50
4.871455, 0.928643, 50
4.910745, 0.785786, 50
4.942891, 0.642929, 50
4.967895, 0.500071, 50
4.985755, 0.357214, 50
4.996473, 0.214357, 50
5.000048, 0.071500, 50
5.000050, 0.000036, 50
5.000050, 0.000000, 50
